
Weather Data:
Gateway,Relative humidity,Radiation,Module temperature,Wind speed,Wind direction,Ambient temperature,PowerstationID,Time(GMT 1)
Weekly Report
Project Overview
Site Name:,XXX,Total Energy:,"3003.00kWh",Weekly electricity:,"10.00kWh"
System Size:,"3kWp",Time:,"Nov.19,2018/Nov.25,2018"

Summary
Inverter,"'110BCD0171231EF"
Inverter,Vpv1,Vpv2,Ipv1,Ipv2,Vac1,Vac2,Vac3,Iac1,Iac2,Iac3,Pac,Fac,Temperature(℃),Time(GMT +1),Today's Energy(kWh),Total Energy(kWh)
"'110B987CD123056","366.90","2.70","0.70","0.00","0.00","0.00","239.90","0.00","0.00","1.10","250.40925","49.99","30.90","Nov.21 14:26,2018","4.900000000000091","2999.00"
"'110B987CD123056","370.90","2.70","0.60","0.00","0.00","0.00","241.20","0.00","0.00","1.00","216.9765","49.98","30.80","Nov.21 14:34,2018","4.900000000000091","2999.00"
"'110B987CD123056","365.20","2.70","0.70","0.00","0.00","0.00","241.60","0.00","0.00","1.00","249.249","49.99","30.90","Nov.21 14:42,2018","4.900000000000091","2999.00"
"'110B987CD123056","359.00","2.60","0.50","0.00","0.00","0.00","240.60","0.00","0.00","0.90","175.0125","49.99","30.70","Nov.21 14:50,2018","4.900000000000091","2999.00"
"'110B987CD123056","354.80","2.50","0.40","0.00","0.00","0.00","239.90","0.00","0.00","0.80","138.372","50.00","30.50","Nov.21 14:58,2018","4.900000000000091","2999.00"
"'110B987CD123056","355.00","2.50","0.40","0.00","0.00","0.00","239.30","0.00","0.00","0.90","138.45","50.01","30.40","Nov.21 15:07,2018","4.900000000000091","2999.00"
"'110B987CD123056","363.20","2.60","0.70","0.00","0.00","0.00","242.90","0.00","0.00","1.00","247.884","50.01","30.40","Nov.21 15:15,2018","4.900000000000091","2999.00"
"'110B987CD123056","355.00","2.60","0.50","0.00","0.00","0.00","241.90","0.00","0.00","0.90","173.0625","49.99","30.40","Nov.21 15:23,2018","4.900000000000091","2999.00"
"'110B987CD123056","367.00","2.70","0.50","0.00","0.00","0.00","242.60","0.00","0.00","0.80","178.9125","49.98","30.30","Nov.21 15:31,2018","4.900000000000091","2999.00"
"'110B987CD123056","363.20","2.50","0.40","0.00","0.00","0.00","238.90","0.00","0.00","0.80","141.648","49.97","30.20","Nov.21 15:40,2018","4.900000000000091","2999.00"
"'110B987CD123056","353.00","2.40","0.30","0.00","0.00","0.00","239.90","0.00","0.00","0.70","103.25249999999998","49.96","30.10","Nov.21 15:48,2018","4.900000000000091","2999.00"
"'110B987CD123056","343.10","2.50","0.20","0.00","0.00","0.00","240.20","0.00","0.00","0.70","66.9045","49.98","30.10","Nov.21 15:56,2018","4.900000000000091","2999.00"
"'110B987CD123056","353.10","2.40","0.20","0.00","0.00","0.00","240.20","0.00","0.00","0.70","68.8545","50.02","29.90","Nov.21 16:04,2018","4.900000000000091","2999.00"
"'110B987CD123056","349.00","2.40","0.20","0.00","0.00","0.00","240.90","0.00","0.00","0.70","68.05499999999999","49.99","29.80","Nov.21 16:12,2018","4.900000000000091","2999.00"
"'110B987CD123056","75.00","2.40","0.10","0.00","0.00","0.00","239.30","0.00","0.00","0.70","7.3125","49.99","29.50","Nov.21 16:21,2018","4.900000000000091","2999.00"
"'110B987CD123056","398.30","2.40","0.00","0.00","0.00","0.00","239.30","0.00","0.00","0.80","0.0","49.97","29.30","Nov.21 16:29,2018","4.900000000000091","2999.00"
"'110B987CD123056","318.40","2.30","0.00","0.00","0.00","0.00","237.60","0.00","0.00","0.80","0.0","50.00","29.30","Nov.21 16:37,2018","4.900000000000091","2999.00"
"'110B987CD123056","317.90","2.30","0.00","0.00","0.00","0.00","236.30","0.00","0.00","0.70","0.0","49.99","29.10","Nov.21 16:45,2018","4.900000000000091","2999.00"
"'110B987CD123056","317.90","2.30","0.00","0.00","0.00","0.00","238.90","0.00","0.00","0.70","0.0","49.95","28.90","Nov.21 16:53,2018","4.900000000000091","2999.00"
"'110B987CD123056","318.40","2.20","0.00","0.00","0.00","0.00","236.90","0.00","0.00","0.70","0.0","49.96","28.70","Nov.21 17:02,2018","4.900000000000091","2999.00"
"'110B987CD123056","233.30","2.10","0.00","0.00","0.00","0.00","234.30","0.00","0.00","0.80","0.0","49.96","28.70","Nov.21 17:10,2018","4.900000000000091","2999.00"
"'110B987CD123056","118.30","2.00","0.00","0.00","0.00","0.00","234.30","0.00","0.00","0.80","0.0","49.98","28.50","Nov.21 17:18,2018","4.900000000000091","2999.00"
"'110B987CD123056","298.40","1.60","0.10","0.00","0.00","0.00","240.20","0.00","0.00","0.00","0.00","50.00","19.60","Nov.22 08:10,2018","0.0","2999.00"
"'110B987CD123056","352.60","1.60","0.10","0.00","0.00","0.00","236.90","0.00","0.00","0.00","0.00","49.99","19.60","Nov.22 08:11,2018","0.0","2999.00"
"'110B987CD123056","370.20","1.70","0.10","0.00","0.00","0.00","236.60","0.00","0.00","0.00","0.00","49.98","19.80","Nov.22 08:13,2018","0.0","2999.00"
"'110B987CD123056","379.00","1.70","0.10","0.00","0.00","0.00","236.90","0.00","0.00","0.00","0.00","49.97","19.90","Nov.22 08:15,2018","0.0","2999.00"
"'110B987CD123056","384.40","1.70","0.10","0.00","0.00","0.00","237.90","0.00","0.00","0.00","0.00","49.98","20.00","Nov.22 08:16,2018","0.0","2999.00"
"'110B987CD123056","75.00","2.00","0.00","0.00","0.00","0.00","238.30","0.00","0.00","0.80","0.0","49.96","20.40","Nov.22 08:22,2018","0.0","2999.00"
"'110B987CD123056","325.70","2.10","0.00","0.00","0.00","0.00","238.30","0.00","0.00","0.80","0.0","49.98","21.00","Nov.22 08:27,2018","0.0","2999.00"
"'110B987CD123056","325.60","2.20","0.10","0.00","0.00","0.00","237.30","0.00","0.00","0.70","31.746000000000002","49.98","21.60","Nov.22 08:32,2018","0.00","2999.00"
"'110B987CD123056","325.70","2.10","0.10","0.00","0.00","0.00","235.30","0.00","0.00","0.70","31.75575","49.97","22.10","Nov.22 08:37,2018","0.00","2999.00"
"'110B987CD123056","165.00","2.20","0.20","0.00","0.00","0.00","238.60","0.00","0.00","0.70","32.175","49.97","22.50","Nov.22 08:42,2018","0.00","2999.00"
"'110B987CD123056","365.30","2.30","0.20","0.00","0.00","0.00","237.60","0.00","0.00","0.70","71.2335","50.00","23.00","Nov.22 08:47,2018","0.00","2999.00"
"'110B987CD123056","377.00","2.40","0.30","0.00","0.00","0.00","238.60","0.00","0.00","0.70","110.2725","49.98","23.50","Nov.22 08:52,2018","0.00","2999.00"
"'110B987CD123056","381.00","2.30","0.30","0.00","0.00","0.00","236.90","0.00","0.00","0.70","111.4425","50.00","24.10","Nov.22 08:57,2018","0.00","2999.00"
"'110B987CD123056","381.00","2.30","0.40","0.00","0.00","0.00","239.60","0.00","0.00","0.70","148.59","49.99","24.50","Nov.22 09:02,2018","0.00","2999.00"
"'110B987CD123056","385.20","2.40","0.40","0.00","0.00","0.00","236.60","0.00","0.00","0.80","150.228","50.01","25.00","Nov.22 09:07,2018","0.00","2999.00"
"'110B987CD123056","377.20","2.40","0.40","0.00","0.00","0.00","234.60","0.00","0.00","0.90","147.108","49.99","25.20","Nov.22 09:12,2018","0.00","2999.00"
"'110B987CD123056","379.10","2.40","0.40","0.00","0.00","0.00","234.00","0.00","0.00","0.80","147.84900000000002","49.99","25.90","Nov.22 09:22,2018","0.00","2999.00"
"'110B987CD123056","375.00","2.40","0.30","0.00","0.00","0.00","235.90","0.00","0.00","0.80","109.6875","50.01","26.20","Nov.22 09:27,2018","0.00","2999.00"
"'110B987CD123056","369.20","2.40","0.40","0.00","0.00","0.00","238.30","0.00","0.00","0.80","143.988","49.98","26.40","Nov.22 09:32,2018","0.10","2999.00"
"'110B987CD123056","377.00","2.50","0.50","0.00","0.00","0.00","238.30","0.00","0.00","0.80","183.7875","49.98","26.70","Nov.22 09:37,2018","0.10","2999.00"
"'110B987CD123056","373.00","2.50","0.50","0.00","0.00","0.00","238.90","0.00","0.00","0.90","181.8375","49.99","27.00","Nov.22 09:42,2018","0.10","2999.00"
"'110B987CD123056","380.90","2.50","0.60","0.00","0.00","0.00","239.90","0.00","0.00","0.90","222.82649999999998","49.98","27.30","Nov.22 09:47,2018","0.10","2999.00"
"'110B987CD123056","377.00","2.50","0.60","0.00","0.00","0.00","241.90","0.00","0.00","1.00","220.545","49.99","27.60","Nov.22 09:52,2018","0.10","2999.00"
"'110B987CD123056","381.00","2.60","0.60","0.00","0.00","0.00","241.90","0.00","0.00","1.00","222.885","50.01","27.80","Nov.22 09:57,2018","0.10","2999.00"
"'110B987CD123056","385.10","2.50","0.80","0.00","0.00","0.00","241.90","0.00","0.00","1.20","300.37800000000004","49.96","28.10","Nov.22 10:02,2018","0.20","2999.00"
"'110B987CD123056","385.10","2.50","0.90","0.00","0.00","0.00","240.20","0.00","0.00","1.40","337.92525","49.98","28.50","Nov.22 10:07,2018","0.20","2999.00"
"'110B987CD123056","385.00","2.60","1.10","0.00","0.00","0.00","241.90","0.00","0.00","1.50","412.9125","49.99","28.90","Nov.22 10:12,2018","0.20","2999.00"
"'110B987CD123056","388.90","2.60","1.20","0.00","0.00","0.00","242.20","0.00","0.00","1.70","455.0129999999999","50.00","29.30","Nov.22 10:17,2018","0.30","2999.00"
"'110B987CD123056","389.00","2.60","1.30","0.00","0.00","0.00","240.60","0.00","0.00","1.90","493.05750000000006","50.00","29.70","Nov.22 10:22,2018","0.30","2999.00"
"'110B987CD123056","394.90","2.70","1.80","0.00","0.00","0.00","238.90","0.00","0.00","2.60","693.0495","50.00","30.10","Nov.22 10:27,2018","0.30","2999.00"
"'110B987CD123056","388.90","2.80","2.30","0.00","0.00","0.00","239.30","0.00","0.00","3.40","872.1082499999999","49.97","30.60","Nov.22 10:32,2018","0.40","2999.00"
"'110B987CD123056","389.10","2.80","2.30","0.00","0.00","0.00","241.60","0.00","0.00","3.30","872.55675","49.99","31.20","Nov.22 10:37,2018","0.50","2999.00"
"'110B987CD123056","387.00","2.90","2.40","0.00","0.00","0.00","240.20","0.00","0.00","3.50","905.5799999999999","50.02","31.70","Nov.22 10:43,2018","0.50","2999.00"
"'110B987CD123056","387.00","2.90","2.60","0.00","0.00","0.00","238.90","0.00","0.00","3.90","981.0450000000001","50.01","32.50","Nov.22 10:53,2018","0.70","3000.00"
"'110B987CD123056","391.00","2.90","2.60","0.00","0.00","0.00","239.60","0.00","0.00","4.00","991.185","50.00","32.80","Nov.22 10:58,2018","0.80","3000.00"
"'110B987CD123056","386.90","2.90","2.70","0.00","0.00","0.00","238.90","0.00","0.00","4.00","1018.5142500000001","49.96","33.20","Nov.22 11:03,2018","0.90","3000.00"
"'110B987CD123056","380.80","2.90","2.80","0.00","0.00","0.00","240.60","0.00","0.00","4.10","1039.584","49.99","33.50","Nov.22 11:08,2018","1.00","3000.00"
"'110B987CD123056","384.70","3.00","2.80","0.00","0.00","0.00","241.60","0.00","0.00","4.00","1050.2309999999998","50.02","33.70","Nov.22 11:13,2018","1.00","3000.00"
"'110B987CD123056","381.20","3.00","2.80","0.00","0.00","0.00","240.90","0.00","0.00","4.10","1040.676","50.00","34.00","Nov.22 11:18,2018","1.10","3000.00"
"'110B987CD123056","381.00","3.00","2.80","0.00","0.00","0.00","243.60","0.00","0.00","4.00","1040.1299999999999","50.01","34.10","Nov.22 11:23,2018","1.20","3000.00"
"'110B987CD123056","380.80","3.00","2.80","0.00","0.00","0.00","244.90","0.00","0.00","4.00","1039.584","49.98","34.20","Nov.22 11:28,2018","1.30","3000.00"
"'110B987CD123056","385.10","3.00","2.80","0.00","0.00","0.00","244.20","0.00","0.00","4.10","1051.3229999999999","49.99","34.40","Nov.22 11:33,2018","1.40","3000.00"
"'110B987CD123056","381.20","3.00","2.80","0.00","0.00","0.00","242.90","0.00","0.00","4.10","1040.676","50.00","34.50","Nov.22 11:38,2018","1.50","3000.00"
"'110B987CD123056","382.80","3.00","2.80","0.00","0.00","0.00","242.60","0.00","0.00","4.10","1045.0439999999999","50.00","34.50","Nov.22 11:43,2018","1.60","3001.00"
"'110B987CD123056","379.20","3.00","2.90","0.00","0.00","0.00","242.20","0.00","0.00","4.10","1072.1879999999999","49.99","34.60","Nov.22 11:48,2018","1.70","3001.00"
"'110B987CD123056","375.20","3.00","2.80","0.00","0.00","0.00","242.60","0.00","0.00","4.00","1024.2959999999998","50.00","34.60","Nov.22 11:53,2018","1.70","3001.00"
"'110B987CD123056","379.00","3.00","2.90","0.00","0.00","0.00","244.20","0.00","0.00","4.20","1071.6225","50.00","34.70","Nov.22 11:58,2018","1.80","3001.00"
"'110B987CD123056","363.10","2.80","1.00","0.00","0.00","0.00","242.90","0.00","0.00","1.40","354.02250000000004","49.98","33.90","Nov.22 12:03,2018","1.90","3001.00"
"'110B987CD123056","370.80","2.90","1.20","0.00","0.00","0.00","242.20","0.00","0.00","1.70","433.83599999999996","50.02","33.30","Nov.22 12:08,2018","1.90","3001.00"
"'110B987CD123056","378.80","2.90","1.50","0.00","0.00","0.00","241.20","0.00","0.00","2.10","553.995","50.02","33.00","Nov.22 12:13,2018","1.90","3001.00"
"'110B987CD123056","379.10","2.80","1.50","0.00","0.00","0.00","240.60","0.00","0.00","2.10","554.43375","49.98","33.00","Nov.22 12:18,2018","2.00","3001.00"
"'110B987CD123056","374.90","2.80","1.50","0.00","0.00","0.00","239.60","0.00","0.00","2.10","548.2912499999999","50.00","32.80","Nov.22 12:23,2018","2.00","3001.00"
"'110B987CD123056","386.80","3.00","3.50","0.00","0.00","0.00","241.90","0.00","0.00","5.10","1319.955","50.00","32.80","Nov.22 12:28,2018","2.10","3001.00"
"'110B987CD123056","374.60","2.90","2.40","0.00","0.00","0.00","240.90","0.00","0.00","3.50","876.5640000000001","50.00","33.80","Nov.22 12:33,2018","2.20","3001.00"
"'110B987CD123056","380.50","2.90","1.80","0.00","0.00","0.00","242.20","0.00","0.00","2.60","667.7774999999999","50.01","33.70","Nov.22 12:38,2018","2.30","3001.00"
"'110B987CD123056","378.30","2.90","2.60","0.00","0.00","0.00","240.60","0.00","0.00","3.70","958.9905","50.01","33.90","Nov.22 12:43,2018","2.30","3001.00"
"'110B987CD123056","379.00","3.00","3.00","0.00","0.00","0.00","243.90","0.00","0.00","4.40","1108.575","50.02","33.90","Nov.22 12:48,2018","2.40","3001.00"
"'110B987CD123056","379.10","3.00","2.40","0.00","0.00","0.00","242.90","0.00","0.00","3.40","887.094","50.02","34.20","Nov.22 12:53,2018","2.50","3001.00"
"'110B987CD123056","379.10","3.00","2.10","0.00","0.00","0.00","243.20","0.00","0.00","3.00","776.2072500000002","50.00","34.10","Nov.22 12:58,2018","2.60","3002.00"
"'110B987CD123056","374.90","2.90","2.20","0.00","0.00","0.00","242.60","0.00","0.00","3.00","804.1605","49.99","33.90","Nov.22 13:04,2018","2.60","3002.00"
"'110B987CD123056","379.00","2.90","2.00","0.00","0.00","0.00","241.90","0.00","0.00","2.90","739.05","50.01","33.90","Nov.22 13:09,2018","2.70","3002.00"
"'110B987CD123056","379.00","2.90","2.00","0.00","0.00","0.00","242.20","0.00","0.00","2.80","739.05","50.00","33.80","Nov.22 13:14,2018","2.70","3002.00"
"'110B987CD123056","371.00","2.90","1.00","0.00","0.00","0.00","242.60","0.00","0.00","1.40","361.72499999999997","49.98","33.60","Nov.22 13:19,2018","2.80","3002.00"
"'110B987CD123056","375.00","2.80","1.00","0.00","0.00","0.00","241.20","0.00","0.00","1.50","365.625","49.98","33.10","Nov.22 13:24,2018","2.80","3002.00"
"'110B987CD123056","375.20","2.80","1.10","0.00","0.00","0.00","242.20","0.00","0.00","1.60","402.40200000000004","50.00","32.80","Nov.22 13:29,2018","2.90","3002.00"
"'110B987CD123056","375.00","2.90","1.40","0.00","0.00","0.00","241.90","0.00","0.00","1.90","511.875","49.97","32.80","Nov.22 13:34,2018","2.90","3002.00"
"'110B987CD123056","383.00","2.80","1.70","0.00","0.00","0.00","240.90","0.00","0.00","2.40","634.8225","49.98","32.80","Nov.22 13:39,2018","3.00","3002.00"
"'110B987CD123056","379.00","2.90","1.80","0.00","0.00","0.00","241.90","0.00","0.00","2.60","665.145","49.97","32.80","Nov.22 13:44,2018","3.00","3002.00"
"'110B987CD123056","379.00","2.80","1.60","0.00","0.00","0.00","241.90","0.00","0.00","2.30","591.24","49.98","33.00","Nov.22 13:49,2018","3.10","3002.00"
"'110B987CD123056","374.90","2.90","1.50","0.00","0.00","0.00","241.60","0.00","0.00","2.10","548.2912499999999","50.01","32.90","Nov.22 13:54,2018","3.10","3002.00"
"'110B987CD123056","374.80","2.80","1.40","0.00","0.00","0.00","241.20","0.00","0.00","2.00","511.60200000000003","50.00","32.80","Nov.22 13:59,2018","3.20","3002.00"
"'110B987CD123056","379.20","2.80","1.30","0.00","0.00","0.00","241.90","0.00","0.00","1.90","480.63599999999997","49.98","32.80","Nov.22 14:04,2018","3.20","3002.00"
"'110B987CD123056","379.20","2.80","1.20","0.00","0.00","0.00","239.30","0.00","0.00","1.80","443.66399999999993","49.98","32.70","Nov.22 14:09,2018","3.20","3002.00"
"'110B987CD123056","374.80","2.80","1.20","0.00","0.00","0.00","240.20","0.00","0.00","1.70","438.51599999999996","49.98","32.50","Nov.22 14:14,2018","3.30","3002.00"
"'110B987CD123056","386.80","2.80","1.00","0.00","0.00","0.00","241.90","0.00","0.00","1.50","377.13","49.98","32.30","Nov.22 14:19,2018","3.30","3002.00"
"'110B987CD123056","406.80","2.80","0.70","0.00","0.00","0.00","241.20","0.00","0.00","1.20","277.64099999999996","49.99","32.20","Nov.22 14:24,2018","3.30","3002.00"
"'110B987CD123056","363.20","2.70","0.80","0.00","0.00","0.00","242.20","0.00","0.00","1.20","283.296","49.99","31.90","Nov.22 14:29,2018","3.40","3002.00"
"'110B987CD123056","343.00","2.60","0.80","0.00","0.00","0.00","240.90","0.00","0.00","1.20","267.54","50.00","31.80","Nov.22 14:34,2018","3.40","3002.00"
"'110B987CD123056","327.10","2.60","0.70","0.00","0.00","0.00","238.90","0.00","0.00","1.00","223.24575","50.00","31.60","Nov.22 14:39,2018","3.40","3002.00"
"'110B987CD123056","375.10","2.50","0.30","0.00","0.00","0.00","239.30","0.00","0.00","0.80","109.71675","49.99","31.40","Nov.22 14:44,2018","3.40","3002.00"
"'110B987CD123056","350.80","2.60","0.20","0.00","0.00","0.00","238.30","0.00","0.00","0.80","68.406","50.01","31.10","Nov.22 14:49,2018","3.40","3002.00"
"'110B987CD123056","375.10","2.50","0.30","0.00","0.00","0.00","239.60","0.00","0.00","0.80","109.71675","49.99","30.90","Nov.22 14:54,2018","3.40","3002.00"
"'110B987CD123056","402.80","2.60","0.40","0.00","0.00","0.00","239.30","0.00","0.00","0.80","157.092","49.97","30.80","Nov.22 14:59,2018","3.40","3002.00"
"'110B987CD123056","390.90","2.50","0.40","0.00","0.00","0.00","240.90","0.00","0.00","0.80","152.45100000000002","50.01","30.80","Nov.22 15:04,2018","3.40","3002.00"
"'110B987CD123056","387.20","2.60","0.50","0.00","0.00","0.00","240.20","0.00","0.00","0.90","188.76","49.98","30.80","Nov.22 15:09,2018","3.50","3002.00"
"'110B987CD123056","383.20","2.60","0.40","0.00","0.00","0.00","240.90","0.00","0.00","0.80","149.448","49.97","30.70","Nov.22 15:14,2018","3.50","3002.00"
"'110B987CD123056","373.00","2.60","0.40","0.00","0.00","0.00","239.90","0.00","0.00","0.80","145.47000000000003","49.97","30.70","Nov.22 15:20,2018","3.50","3002.00"
"'110B987CD123056","365.10","2.50","0.30","0.00","0.00","0.00","238.60","0.00","0.00","0.80","106.79175","49.98","30.70","Nov.22 15:25,2018","3.50","3002.00"
"'110B987CD123056","357.00","2.50","0.30","0.00","0.00","0.00","238.60","0.00","0.00","0.80","104.42249999999999","49.98","30.70","Nov.22 15:30,2018","3.50","3002.00"
"'110B987CD123056","357.20","2.50","0.30","0.00","0.00","0.00","238.60","0.00","0.00","0.80","104.481","50.00","30.70","Nov.22 15:35,2018","3.50","3002.00"
"'110B987CD123056","359.10","2.40","0.30","0.00","0.00","0.00","238.30","0.00","0.00","0.80","105.03675","49.97","30.70","Nov.22 15:44,2018","3.50","3002.00"
"'110B987CD123056","355.10","2.50","0.20","0.00","0.00","0.00","239.90","0.00","0.00","0.70","69.2445","49.97","30.60","Nov.22 15:52,2018","3.50","3002.00"
"'110B987CD123056","359.10","2.40","0.10","0.00","0.00","0.00","240.60","0.00","0.00","0.70","35.01225","50.03","30.50","Nov.22 16:00,2018","3.60","3003.00"
"'110B987CD123056","75.00","2.40","0.10","0.00","0.00","0.00","237.90","0.00","0.00","0.70","7.3125","50.00","30.30","Nov.22 16:08,2018","3.60","3003.00"
"'110B987CD123056","75.00","2.30","0.10","0.00","0.00","0.00","238.30","0.00","0.00","0.80","7.3125","49.97","30.10","Nov.22 16:17,2018","3.60","3003.00"
"'110B987CD123056","75.00","2.30","0.00","0.00","0.00","0.00","239.30","0.00","0.00","0.80","0.0","49.96","30.00","Nov.22 16:25,2018","3.60","3003.00"
"'110B987CD123056","320.40","2.40","0.00","0.00","0.00","0.00","238.30","0.00","0.00","0.80","0.0","49.99","30.00","Nov.22 16:33,2018","3.60","3003.00"
"'110B987CD123056","320.70","2.30","0.00","0.00","0.00","0.00","236.90","0.00","0.00","0.80","0.0","49.97","30.00","Nov.22 16:41,2018","3.60","3003.00"
"'110B987CD123056","321.00","2.30","0.00","0.00","0.00","0.00","236.90","0.00","0.00","0.80","0.0","49.96","29.90","Nov.22 16:49,2018","3.60","3003.00"
"'110B987CD123056","320.40","2.30","0.00","0.00","0.00","0.00","234.90","0.00","0.00","0.80","0.0","49.98","29.60","Nov.22 16:58,2018","3.60","3003.00"
"'110B987CD123056","282.70","2.20","0.00","0.00","0.00","0.00","239.30","0.00","0.00","0.70","0.0","50.01","29.50","Nov.22 17:06,2018","3.60","3003.00"
"'110B987CD123056","174.90","2.10","0.00","0.00","0.00","0.00","237.60","0.00","0.00","0.80","0.0","50.00","29.30","Nov.22 17:14,2018","3.60","3003.00"

Weather Data:
Gateway,Ambient temperature,Relative humidity,Wind direction,Wind speed,Radiation,Module temperature,Radiation2,Module temperature2,PowerstationID,Time(GMT 1)
